MONTH,DAY_OF_MONTH,DAY_OF_WEEK,FL_DATE,OP_UNIQUE_CARRIER,ORIGIN,ORIGIN_CITY_NAME,DEST,DEST_CITY_NAME,CRS_DEP_TIME,DEP_DELAY,CRS_ARR_TIME,ARR_DELAY,CANCELLED,DIVERTED,DISTANCE,CARRIER_DELAY,WEATHER_DELAY,NAS_DELAY,SECURITY_DELAY,LATE_AIRCRAFT_DELAY
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",1656,-4.0,1840,8.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",1825,-6.0,2010,-11.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",2030,12.0,2212,5.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",2135,-8.0,2315,-9.0,0.0,0.0,468.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MCO,"Orlando, FL",2230,21.0,17,20.0,0.0,0.0,468.0,0.0,0.0,0.0,0.0,20.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MDT,"Harrisburg, PA",1100,-5.0,1230,0.0,0.0,0.0,413.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MDT,"Harrisburg, PA",2225,8.0,2359,-4.0,0.0,0.0,413.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MEM,"Memphis, TN",1109,-6.0,1159,-12.0,0.0,0.0,511.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MEM,"Memphis, TN",1507,8.0,1600,-7.0,0.0,0.0,511.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MEM,"Memphis, TN",1845,-3.0,1935,0.0,0.0,0.0,511.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MEM,"Memphis, TN",2040,-4.0,2137,-25.0,0.0,0.0,511.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",911,-6.0,1120,-13.0,0.0,0.0,650.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",1215,20.0,1423,19.0,0.0,0.0,650.0,19.0,0.0,0.0,0.0,0.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",1430,-3.0,1632,-15.0,0.0,0.0,650.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",1640,-5.0,1846,-12.0,0.0,0.0,650.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",1818,-6.0,2025,-24.0,0.0,0.0,650.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",2010,-7.0,2213,-18.0,0.0,0.0,650.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MIA,"Miami, FL",2230,69.0,41,47.0,0.0,0.0,650.0,10.0,0.0,0.0,0.0,37.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MKE,"Milwaukee, WI",1215,-6.0,1315,-15.0,0.0,0.0,651.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MKE,"Milwaukee, WI",1825,-3.0,1930,-12.0,0.0,0.0,651.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSN,"Madison, WI",1435,-6.0,1546,-10.0,0.0,0.0,708.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSN,"Madison, WI",2020,40.0,2129,25.0,0.0,0.0,708.0,25.0,0.0,0.0,0.0,0.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSP,"Minneapolis, MN",1519,-3.0,1701,-7.0,0.0,0.0,930.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSP,"Minneapolis, MN",2046,-6.0,2233,-10.0,0.0,0.0,930.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSY,"New Orleans, LA",1100,-4.0,1204,-5.0,0.0,0.0,651.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSY,"New Orleans, LA",1246,-9.0,1347,-15.0,0.0,0.0,651.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSY,"New Orleans, LA",1645,-8.0,1748,-16.0,0.0,0.0,651.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MSY,"New Orleans, LA",2244,-5.0,2359,-19.0,0.0,0.0,651.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",MYR,"Myrtle Beach, SC",1848,61.0,1940,50.0,0.0,0.0,157.0,0.0,0.0,0.0,0.0,50.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",OKC,"Oklahoma City, OK",1326,9.0,1514,3.0,0.0,0.0,940.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",OKC,"Oklahoma City, OK",2055,-3.0,2246,-5.0,0.0,0.0,940.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",OMA,"Omaha, NE",1113,7.0,1259,1.0,0.0,0.0,913.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",OMA,"Omaha, NE",2125,-5.0,2305,-22.0,0.0,0.0,913.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ONT,"Ontario, CA",1640,-2.0,1847,-19.0,0.0,0.0,2078.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",905,-8.0,1014,-24.0,0.0,0.0,599.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",1100,-3.0,1209,-18.0,0.0,0.0,599.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",1323,14.0,1430,-4.0,0.0,0.0,599.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",1635,-1.0,1740,1.0,0.0,0.0,599.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",1815,229.0,1920,232.0,0.0,0.0,599.0,52.0,0.0,3.0,0.0,177.0
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",2045,19.0,2157,7.0,0.0,0.0,599.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORD,"Chicago, IL",2238,-1.0,2346,-11.0,0.0,0.0,599.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORF,"Norfolk, VA",1300,-2.0,1408,-16.0,0.0,0.0,290.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORF,"Norfolk, VA",1615,13.0,1725,12.0,0.0,0.0,290.0,,,,,
1,1,7,1/1/2023 12:00:00 AM,AA,CLT,"Charlotte, NC",ORF,"Norfolk, VA",1825,-1.0,1935,-2.0,0.0,0.0,290.0,,,,,
